Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.72101143907315,72.77659055848162,71.4668047519516,72.716064453125,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.94133580542943,72.7717522953066,71.78396939069293,72.00912475585938,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.12785100771227,72.62163096070418,70.87606037263818,72.58289337158203,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.59258596559819,72.84921605109494,72.02122310005907,72.24153900146484,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.94375136900179,73.70627127642481,71.94375136900179,73.40364074707031,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.38415077218049,75.15646437101954,74.13236752506255,74.96278381347656,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.19763610714092,75.69879404161257,74.62868922900458,75.13226318359375,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.44945166218767,76.76407735420467,75.33081543031717,76.73744201660156,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.67448999643469,76.88511970700802,75.57775702296071,75.70122528076172,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.50026089033786,76.3839404992497,74.9434163205122,75.37678527832031,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.92152071901803,76.43236486391163,75.55836410557868,76.32099151611328,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.57034960714971,77.16834772132155,76.26287970437025,77.16593170166016,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.79310129941813,77.23614913553814,76.5049964495613,76.64299774169922,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.1296258918447,77.47099402402007,76.82215592624772,76.91658020019531,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.96986153628443,77.3669090518308,76.42027962377395,77.28701782226562,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.5339532626897,78.27963174807223,76.8730054274966,77.06427001953125,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.06689673049003,75.48089322464955,73.81279759380895,74.79816436767578,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.6818509443487,77.08605376922371,75.58258723533865,76.9141616821289,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.55076709803015,79.37392049192506,77.80750489664032,78.52413177490234,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.60416527632543,78.46363314950943,77.17079622640016,78.41036987304688,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.69856694811635,78.12224966790679,74.63837103116171,74.9337387084961,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.67240202472425,75.8973431408314,73.16882787715565,74.72798156738281,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.33795548064964,77.3862719133486,75.93122176752728,77.19500732421875,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.09565020914057,78.7372256553915,77.53638940614043,78.73480224609375,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.23244174012544,78.48240085764334,77.1719355094332,77.6645736694336,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.24488144952362,78.0334243774414,76.16480064339702,78.0334243774414,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.53094709552873,78.60374785280499,77.34424291008455,77.56265258789062,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.01402569685219,79.40943007689862,78.01402569685219,79.40457916259766,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.6741294824432,79.16676770573471,78.47027994928578,78.83914947509766,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.80759072301922,79.10851777495836,78.34893117896286,78.85855865478516,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.53126412045305,77.59662873916865,76.34925482708518,77.41461944580078,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.65726992054226,78.76631458402886,77.65726992054226,78.5357666015625,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.29554123010857,78.78575023333428,77.22289659591061,77.73009490966797,100566000,0.0,0.0
